classification,ax,ay,az,gx,gy,gz,ax2,ay2,az2,gx2,gy2,gz2,mx,my,mz,steps,temp
3,-11436,4388,-14058,-1035,397,465,-11572,5716,-9572,-266,399,-317,18,64653,360,41,-5440
3,-10766,4739,-13475,-1083,192,220,-10248,6572,-9608,-798,-15,-240,11,64657,360,41,-5440
3,-10913,5324,-13639,-418,-84,176,-11048,6848,-9584,-348,-12,11,12,64654,358,41,-5440
3,-10889,4948,-13307,122,79,-15,-10736,6896,-9724,98,-65,-91,6,64659,363,41,-5472
3,-10938,4879,-13449,53,107,-97,-10724,6416,-9660,-873,35,-226,15,64659,366,41,-5456
3,-10661,5324,-13670,350,279,29,-10852,6420,-9784,-425,-123,-90,11,64657,365,41,-5408
3,-10934,5262,-13743,190,0,140,-10944,6236,-9424,-125,-16,-260,15,64654,365,41,-5440
3,-10975,4962,-13321,-854,-136,242,-11200,6120,-9580,-433,-55,-136,24,64653,358,41,-5440
3,-11013,4933,-13276,-281,85,105,-11228,6296,-9520,-2,-11,-121,17,64652,361,41,-5424
3,-11116,4727,-13304,195,-12,68,-11244,6376,-9660,-199,27,-33,23,64653,362,41,-5408
3,-11160,4909,-13710,-132,202,-87,-10892,6260,-9328,-404,-102,27,17,64650,358,41,-5424
3,-11030,5112,-13481,16,-22,-22,-11172,6352,-9104,-264,-227,-61,20,64652,359,41,-5424
3,-11269,4883,-13608,-129,212,250,-11172,6312,-9292,-34,-146,-145,17,64650,357,41,-5424
3,-11178,4874,-13247,-427,95,167,-11072,6316,-9528,-212,-48,-89,22,64649,357,41,-5440
3,-11126,4785,-13216,-328,130,-96,-11100,6204,-9388,-304,-56,-68,20,64650,357,41,-5424
3,-11073,4766,-13351,-241,-3,-41,-11052,6248,-9616,34,-158,-100,21,64648,358,41,-5440
3,-11502,4508,-13271,238,-90,244,-11424,6040,-9136,-110,-119,-144,24,64650,353,41,-5440
3,-11124,4804,-13132,82,-30,15,-10836,5900,-9164,-11,1,-264,18,64649,353,41,-5440
4,15909,-2617,-1213,-2215,759,478,16836,-2856,-1932,-2472,-1644,1798,233,19,392,41,-5456
4,13111,-7520,-9421,6230,-16869,2118,-96,-16104,-14680,2033,-24984,-32768,280,65318,540,41,-5424
4,487,8578,-18395,2362,1285,1639,-7580,5672,-16536,-18314,17556,20629,7,65,415,41,-5440
4,17450,6734,-1968,-5375,897,10365,17672,-8092,1616,-7587,1409,558,224,94,304,41,-5456
4,14527,-4853,-2707,-6505,-7487,4785,9992,-10044,-8348,6537,-18893,-8161,320,65181,550,41,-5456
4,-32641,4190,-18565,17592,-11792,-24940,-3252,-3748,-13528,-3132,-1347,3420,170,65299,594,41,-5472
4,-4299,1982,-20355,-13549,10666,18412,5936,-6328,-16272,-2476,17527,8429,225,65520,445,41,-5424
4,14064,-5770,-736,1341,1648,-1021,16304,-3304,-2536,-9614,-5443,6006,211,65533,431,41,-5440
4,9447,-9193,-6744,12426,-20335,-2999,-32768,-28800,-4200,17254,-6684,-27140,149,65337,589,41,-5440
4,-1905,-3013,-18915,957,1156,2397,-4212,8920,-16896,-5405,9267,23186,127,65350,585,41,-5440
4,2906,1879,-19455,-2755,11534,14342,14196,-5384,4056,2516,2262,2381,223,97,310,41,-5456
4,19916,-5035,-2473,-3738,-545,-311,15732,-6284,-6548,-5066,-11747,6610,209,65467,489,41,-5440
4,3400,-14738,-14345,10691,-20232,-27247,-6776,23924,-9420,2849,-1202,2955,135,65339,585,41,-5440
4,695,-1343,-16361,-1469,-695,262,-12480,14944,-18512,-14737,14166,32767,143,65376,561,41,-5440
4,12983,-8205,-16193,-4978,11110,2250,15752,-8284,1408,-4536,305,-1004,264,64,295,41,-5440
4,15997,-6857,-3182,-8455,-3735,4540,7344,-11228,-8268,9388,-21266,-8334,324,65142,547,41,-5488
4,-17392,-18060,-13572,-4186,-19293,-32768,-2944,-1124,-14220,42,-512,1918,188,65329,587,41,-5488
4,-2984,2862,-17431,-15154,4646,13335,2236,-3632,-22472,-2082,19276,7857,229,70,347,41,-5456
4,10519,-2927,821,-5699,1482,1570,17864,-6392,-3204,-4556,-1167,2228,214,76,342,41,-5504
4,12981,-7785,-1351,493,-15018,4780,-11992,-30044,-9732,-31736,-28120,-32768,216,65352,561,41,-5472
5,14930,-1828,-1696,-3870,-1188,1570,16380,-7792,-7504,-1185,-3356,7842,308,65430,449,41,-5472
5,7942,-13038,-3568,22666,-13271,-6637,10184,32767,-1604,92,2586,-1050,65448,91,358,48,-5488
5,8013,20687,-10488,94,3283,12243,11116,160,-10164,888,2217,7567,204,116,306,48,-5504
5,14175,436,-554,-3387,696,-102,17052,-2888,-5132,-3980,197,1775,223,69,343,48,-5456
5,22893,-7175,-5581,-2220,-3321,10075,3924,-18348,-4296,16258,-21006,-19635,357,65394,421,48,-5472
5,21060,32767,-18294,-618,4435,-5677,10012,9364,-6560,-10732,4059,6804,65479,120,333,48,-5472
5,4536,12486,-8665,-9323,-4298,16206,10592,-9652,-6968,-3303,5872,2661,238,64,343,48,-5472
5,17518,-5002,-1829,-1637,-1435,233,18152,-10068,-7596,519,-6429,7761,289,65444,458,48,-5488
5,7033,-12078,-6812,14627,-11628,-8603,28696,32767,-19364,-9487,3790,-5643,65476,69,386,48,-5472
5,8982,11327,-11079,-9241,1,4997,3336,10732,-6080,-7776,-321,6514,65483,197,208,56,-5488
5,10369,3946,-394,1979,-101,9331,21992,-5868,-4796,-2436,-1884,660,148,120,327,56,-5488
5,21723,-3408,-4369,6680,-4798,9152,6308,-10184,-6712,13394,-12292,-12876,353,65409,419,58,-5488
5,-2831,27302,-19406,-391,-316,-16100,8272,12860,-14508,-7441,1128,5378,65492,79,380,59,-5488
5,197,11659,-5643,-9542,-1212,10094,10424,-520,-5084,-9899,4379,7624,166,102,344,59,-5488
5,14660,-2608,-3918,-1106,-2168,4366,14092,-7888,-4956,3699,-7615,2912,301,65357,505,59,-5504
5,-618,-12924,-11386,10451,-18828,-25039,22404,15808,-18040,479,475,-558,65483,39,424,59,-5504
5,8204,24454,-17038,-14612,9226,6834,13128,-488,-5200,-7964,-1109,8721,181,96,351,59,-5472
5,18002,-6607,-2573,-6186,-328,-582,16164,-4280,-5092,-3194,-4468,6958,206,65498,470,59,-5504
5,4109,-18957,-13324,29178,-26104,-17975,18184,32767,-13376,5571,3149,-7871,65446,51,382,59,-5504
5,8793,15277,-12038,-7353,3436,4830,2864,4412,-7972,-7487,-890,12928,148,119,347,59,-5504
6,17916,1061,-1172,-8757,2274,-3754,19008,-2572,-5496,-2902,-1097,3409,220,94,316,59,-5504
6,18078,-13353,-1562,32767,-9856,31575,-5116,8548,18896,10127,-7213,32551,7,65490,65198,66,-5488
6,-5660,-4150,15611,-10112,-314,-4492,-1912,-16576,-14488,-32768,26732,-3779,255,79,309,67,-5488
6,15333,-1508,-3141,-8794,4737,2590,17384,-8584,-2536,-3294,285,-1666,238,101,285,68,-5488
6,15002,-4226,-2114,3261,-866,5732,7576,-11260,5328,32767,-23575,32767,23,65350,65164,70,-5488
6,-8226,-18824,10928,547,1318,-6997,-1872,-7200,12188,-32768,12068,-13314,403,65400,65520,71,-5520
6,11479,-9752,-15676,-32766,11923,-5850,15328,-148,-1592,-18529,3095,5662,162,163,251,72,-5520
6,17133,-2370,-152,865,-1094,122,16628,-3996,-2984,1305,-1720,3602,264,70,308,72,-5488
6,12617,-10427,-913,32767,-7501,32767,-14956,-21244,4924,919,5362,-4800,90,65422,65193,74,-5488
6,-7702,-3808,12641,-32768,10133,-30707,20792,-8964,-10552,-18021,7854,5426,213,123,285,75,-5520
6,11316,-641,-1568,1264,3420,4194,15724,-7688,-2884,-3765,1816,-2752,241,90,291,76,-5456
6,15787,-5518,-359,25651,-5398,17812,-5884,-7752,15240,15893,-15509,32767,65534,65498,65202,78,-5472
6,-1730,839,20803,-2511,-227,2550,512,-15816,4796,-32768,27304,-13980,420,65425,196,79,-5472
6,16371,-4468,-8431,-20863,10160,-2850,18592,-6100,1204,-10926,2079,-2489,211,127,261,80,-5488
6,14781,-780,205,-3983,454,108,17164,-5752,-2680,29167,-11516,15004,434,65386,195,81,-5488
6,5575,-6349,18739,11756,-5031,32767,2880,-6080,17504,-4033,313,-1420,99,65456,65210,83,-5504
6,-600,-13338,-1148,-32768,25940,-20568,8476,-10464,-9016,-13087,13791,5,317,34,280,84,-5520
6,17530,-1664,4616,-6628,-695,-4894,15476,-3380,-3588,-2593,120,2028,209,104,311,84,-5472
6,18490,-8733,-3217,32767,-12360,32568,-7248,-756,18076,2202,-9882,25827,91,65494,65219,86,-5472
6,-2867,-4300,15095,-9234,441,-4151,-932,-18264,-4960,-32768,27969,-12608,363,65523,222,87,-5472
